model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
mean_ensemble,FR,Cases,2021-04-26,139606.081376812,132008.749836957,1.05755172705778,,3
mean_ensemble,FR,Deaths,2021-04-26,249.672065217391,269.893423913044,0.92507650463478,,3
mean_ensemble,GB,Cases,2021-04-26,2038.73329710145,2126.60934782609,0.958677859281268,,3
mean_ensemble,GB,Deaths,2021-04-26,17.9819565217392,14.929347826087,1.20447033127048,,3
mean_ensemble,PL,Cases,2021-04-26,3306.4677173913,4160.10260869565,0.794804366238458,,3
mean_ensemble,PL,Deaths,2021-04-26,239.535253623188,158.412336956522,1.51209974062141,,3
mean_ensemble,CZ,Cases,2021-05-03,1081.02985507246,2149.0277173913,0.503032067164178,,3
mean_ensemble,CZ,Deaths,2021-05-03,21.0164492753623,33.0164130434783,0.636545503828246,,3
mean_ensemble,DE,Cases,2021-05-03,43663.100615942,27765.1694021739,1.57258542108961,,3
mean_ensemble,DE,Deaths,2021-05-03,252.890688405797,101.690434782609,2.4868680023487,,3
mean_ensemble,FR,Cases,2021-05-03,104493.31115942,97406.355326087,1.07275660617429,,3
mean_ensemble,FR,Deaths,2021-05-03,116.546884057971,216.115652173913,0.539280162661162,,3
mean_ensemble,GB,Cases,2021-05-03,1877.09985507247,1683.55315217391,1.11496322682098,,3
mean_ensemble,GB,Deaths,2021-05-03,12.2347826086956,10.2663043478261,1.19174166225516,,3
mean_ensemble,PL,Cases,2021-05-03,1354.23753623188,3823.07945652174,0.354226887417082,,3
mean_ensemble,PL,Deaths,2021-05-03,162.398260869565,101.31402173913,1.60291989284285,,3
mean_ensemble,CZ,Cases,2021-05-10,1263.0665942029,1586.90065217391,0.795932998371769,,3
mean_ensemble,CZ,Deaths,2021-05-10,28.2734057971014,40.8302173913044,0.692462778881086,,3
mean_ensemble,DE,Cases,2021-05-10,19910.8147463768,15884.2697826087,1.25349260739557,,3
mean_ensemble,DE,Deaths,2021-05-10,93.0222463768115,78.1940217391304,1.1896337380772,,3
mean_ensemble,FR,Cases,2021-05-10,103845.257101449,98018.0625543478,1.05945021147373,,3
mean_ensemble,FR,Deaths,2021-05-10,103.575398550724,127.557608695652,0.811989183631151,,3
mean_ensemble,GB,Cases,2021-05-10,4816.51177536232,4421.32461956522,1.08938207207141,,3
mean_ensemble,GB,Deaths,2021-05-10,7.58771739130435,10.4979891304348,0.722778171803089,,3
mean_ensemble,PL,Cases,2021-05-10,1817.91003623189,3954.45336956522,0.459712093262529,,3
mean_ensemble,PL,Deaths,2021-05-10,125.722934782609,93.7517391304348,1.34101976079284,,3
mean_ensemble,CZ,Cases,2021-05-17,470.751413043478,651.893695652174,0.72212910814013,,3
mean_ensemble,CZ,Deaths,2021-05-17,18.0106884057971,23.27625,0.773779642588351,,3
mean_ensemble,DE,Cases,2021-05-17,3772.77855072464,3014.46076086957,1.25156001355159,,3
mean_ensemble,DE,Deaths,2021-05-17,62.2587681159421,59.1986956521739,1.05169155215425,,3
mean_ensemble,FR,Cases,2021-05-17,95941.2863043478,93609.6234782609,1.02490836667694,,3
mean_ensemble,FR,Deaths,2021-05-17,114.760036231884,93.4338043478261,1.22824963655196,,3
mean_ensemble,GB,Cases,2021-05-17,9340.25235507246,9673.26592391304,0.965573822588983,,3
mean_ensemble,GB,Deaths,2021-05-17,8.30126811594203,8.85217391304348,0.937766044531761,,3
mean_ensemble,PL,Cases,2021-05-17,2677.25014492754,4637.23880434783,0.577337130539272,,3
