model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
IEM_Health-CovidProject,IT,Deaths,2021-04-05,3,891.135652173913,593.826086956522,0,297.309565217391,0.9,0,1,1562,2021-04-24
ILM-EKF,IT,Deaths,2021-04-05,3,243.29347826087,50.7391304347826,0,192.554347826087,0.4,1,1,351,2021-04-24
RobertWalraven-ESG,IT,Deaths,2021-04-05,3,625.128695652174,591.826086956522,0,33.3026086956522,1,0,0,742,2021-04-24
UMass-MechBayes,IT,Deaths,2021-04-05,3,251.153913043478,0,97.8695652173913,153.284347826087,-0.5,1,1,465,2021-04-24
UMass-SemiMech,IT,Deaths,2021-04-05,3,502.582173913044,383.260869565217,0,119.321304347826,0.95,0,0,821,2021-04-24
bisop-seirfilterlite,IT,Deaths,2021-04-05,3,173.171739130435,82.6956521739131,0,90.4760869565217,0.6,0,1,324,2021-04-24
epiforecasts-EpiExpert,IT,Deaths,2021-04-05,3,260.289130434783,139.304347826087,0,120.984782608696,0.7,0,1,476,2021-04-24
epiforecasts-EpiNow2,IT,Deaths,2021-04-05,3,87.2904347826087,0,0.565217391304348,86.7252173913044,-0.1,1,1,13,2021-04-24
EuroCOVIDhub-baseline,IT,Deaths,2021-04-05,4,578.105217391304,376.347826086957,0,201.757391304348,0.8,0,1,1056,2021-05-01
IEM_Health-CovidProject,IT,Deaths,2021-04-05,4,1302.13782608696,908.130434782609,0,394.007391304348,0.9,0,1,2207,2021-05-01
ILM-EKF,IT,Deaths,2021-04-05,4,322.808260869565,76.4347826086957,0,246.37347826087,0.4,1,1,480,2021-05-01
RobertWalraven-ESG,IT,Deaths,2021-04-05,4,869.701304347826,832.217391304348,0,37.4839130434783,1,0,0,1001,2021-05-01
UMass-MechBayes,IT,Deaths,2021-04-05,4,228.896086956522,0,61.2173913043478,167.678695652174,-0.4,1,1,370,2021-05-01
UMass-SemiMech,IT,Deaths,2021-04-05,4,607.769565217391,474.956521739131,0,132.813043478261,0.95,0,0,976,2021-05-01
bisop-seirfilterlite,IT,Deaths,2021-04-05,4,374.99,265.04347826087,0,109.94652173913,0.9,0,1,670,2021-05-01
epiforecasts-EpiExpert,IT,Deaths,2021-04-05,4,336.855652173913,167.04347826087,0,169.812173913043,0.7,0,1,606,2021-05-01
epiforecasts-EpiNow2,IT,Deaths,2021-04-05,4,127.337391304348,0,0.521739130434783,126.815652173913,-0.1,1,1,12,2021-05-01
DSMPG-bayes,LT,Cases,2021-04-05,1,367.066086956522,132,0,235.066086956522,0.5,1,1,640,2021-04-10
EuroCOVIDhub-baseline,LT,Cases,2021-04-05,1,742.60347826087,0,643.869565217391,98.7339130434782,-0.9,0,1,1137,2021-04-10
IEM_Health-CovidProject,LT,Cases,2021-04-05,1,471.554782608696,0,162.434782608696,309.12,-0.5,1,1,878,2021-04-10
ILM-EKF,LT,Cases,2021-04-05,1,436.310434782609,0,162.260869565217,274.049565217391,-0.5,1,1,796,2021-04-10
UMass-SemiMech,LT,Cases,2021-04-05,1,387.705217391304,0,144.521739130435,243.18347826087,-0.5,1,1,698,2021-04-10
bisop-seirfilterlite,LT,Cases,2021-04-05,1,126.744782608696,0,8,118.744782608696,-0.2,1,1,108,2021-04-10
epiforecasts-EpiNow2,LT,Cases,2021-04-05,1,373.252608695652,36.9565217391304,0,336.296086956522,0.3,1,1,408,2021-04-10
DSMPG-bayes,LT,Cases,2021-04-05,2,721.512608695652,132.347826086957,0,589.164782608696,0.4,1,1,958,2021-04-17
EuroCOVIDhub-baseline,LT,Cases,2021-04-05,2,1328.30347826087,0,1108.86956521739,219.433913043478,-0.8,0,1,2166,2021-04-17
IEM_Health-CovidProject,LT,Cases,2021-04-05,2,649.481304347826,0,172.260869565217,477.220434782609,-0.4,1,1,1112,2021-04-17
ILM-EKF,LT,Cases,2021-04-05,2,629.664782608696,0,165.347826086957,464.316956521739,-0.4,1,1,1035,2021-04-17
UMass-SemiMech,LT,Cases,2021-04-05,2,605.204782608696,0,239.695652173913,365.509130434783,-0.5,1,1,1113,2021-04-17
bisop-seirfilterlite,LT,Cases,2021-04-05,2,303.995652173913,67,0,236.995652173913,0.4,1,1,463,2021-04-17
epiforecasts-EpiNow2,LT,Cases,2021-04-05,2,822.377391304348,112.478260869565,0,709.899130434783,0.3,1,1,969,2021-04-17
DSMPG-bayes,LT,Cases,2021-04-05,3,1672.44086956522,485.608695652174,0,1186.83217391304,0.5,1,1,2527,2021-04-24
EuroCOVIDhub-baseline,LT,Cases,2021-04-05,3,1252.58043478261,0,917.608695652174,334.971739130435,-0.8,0,1,2193,2021-04-24
IEM_Health-CovidProject,LT,Cases,2021-04-05,3,702.241739130435,0,10.5217391304348,691.72,-0.1,1,1,242,2021-04-24
ILM-EKF,LT,Cases,2021-04-05,3,731.470434782609,0,7.21739130434783,724.253043478261,-0.1,1,1,166,2021-04-24
UMass-SemiMech,LT,Cases,2021-04-05,3,547.820869565217,0,22.7826086956522,525.038260869565,-0.2,1,1,438,2021-04-24
bisop-seirfilterlite,LT,Cases,2021-04-05,3,449.555652173913,7.04347826086957,0,442.512173913044,0.1,1,1,162,2021-04-24
epiforecasts-EpiNow2,LT,Cases,2021-04-05,3,1726.49565217391,503.347826086957,0,1223.14782608696,0.5,1,1,2663,2021-04-24
DSMPG-bayes,LT,Cases,2021-04-05,4,2667.94434782609,614.695652173913,0,2053.24869565217,0.5,1,1,3592,2021-05-01
EuroCOVIDhub-baseline,LT,Cases,2021-04-05,4,1582.1447826087,0,1152.69565217391,429.449130434783,-0.8,0,1,2802,2021-05-01
IEM_Health-CovidProject,LT,Cases,2021-04-05,4,973.307391304348,8.47826086956522,0,964.829130434783,0.1,1,1,195,2021-05-01
ILM-EKF,LT,Cases,2021-04-05,4,1077.34565217391,10.6521739130435,0,1066.69347826087,0.1,1,1,245,2021-05-01
UMass-SemiMech,LT,Cases,2021-04-05,4,704.298695652174,0,9.39130434782609,694.907391304348,-0.1,1,1,216,2021-05-01
bisop-seirfilterlite,LT,Cases,2021-04-05,4,759.638695652174,0,3.56521739130435,756.07347826087,-0.1,1,1,82,2021-05-01
epiforecasts-EpiNow2,LT,Cases,2021-04-05,4,2473.67695652174,688.95652173913,0,1784.72043478261,0.5,1,1,3634,2021-05-01
EuroCOVIDhub-baseline,LT,Deaths,2021-04-05,1,8.34521739130435,0,6.56521739130435,1.78,-0.8,0,1,13,2021-04-10
IEM_Health-CovidProject,LT,Deaths,2021-04-05,1,7.1795652173913,0,2.26086956521739,4.91869565217391,-0.4,1,1,12,2021-04-10
ILM-EKF,LT,Deaths,2021-04-05,1,10.8430434782609,0,0.0434782608695652,10.7995652173913,-0.1,1,1,1,2021-04-10
RobertWalraven-ESG,LT,Deaths,2021-04-05,1,9.13173913043478,0,7.82608695652174,1.30565217391304,-0.98,0,0,14,2021-04-10
UMass-MechBayes,LT,Deaths,2021-04-05,1,3.37739130434783,0,0,3.37739130434783,0,1,1,0,2021-04-10
UMass-SemiMech,LT,Deaths,2021-04-05,1,3.5804347826087,0.521739130434783,0,3.05869565217391,0.3,1,1,4,2021-04-10
bisop-seirfilterlite,LT,Deaths,2021-04-05,1,20.1913043478261,14,0,6.19130434782609,0.8,0,1,36,2021-04-10
epiforecasts-EpiNow2,LT,Deaths,2021-04-05,1,7.76347826086956,2.47826086956522,0,5.28521739130435,0.5,1,1,13,2021-04-10
EuroCOVIDhub-baseline,LT,Deaths,2021-04-05,2,9.95304347826087,0,6.21739130434783,3.73565217391304,-0.6,0,1,17,2021-04-17
IEM_Health-CovidProject,LT,Deaths,2021-04-05,2,10.3460869565217,0,3.95652173913043,6.3895652173913,-0.5,1,1,19,2021-04-17
ILM-EKF,LT,Deaths,2021-04-05,2,12.5330434782609,0.173913043478261,0,12.3591304347826,0.1,1,1,4,2021-04-17
RobertWalraven-ESG,LT,Deaths,2021-04-05,2,15.2395652173913,0,13.8260869565217,1.41347826086957,-1,0,0,20,2021-04-17
UMass-MechBayes,LT,Deaths,2021-04-05,2,5.06086956521739,0.130434782608696,0,4.9304347826087,0.1,1,1,3,2021-04-17
UMass-SemiMech,LT,Deaths,2021-04-05,2,4.86913043478261,1.1304347826087,0,3.73869565217391,0.4,1,1,8,2021-04-17
bisop-seirfilterlite,LT,Deaths,2021-04-05,2,37.8630434782609,30.0869565217391,0,7.77608695652174,0.95,0,0,62,2021-04-17
epiforecasts-EpiNow2,LT,Deaths,2021-04-05,2,16.8778260869565,9.95652173913044,0,6.92130434782609,0.8,0,1,29,2021-04-17
EuroCOVIDhub-baseline,LT,Deaths,2021-04-05,3,14.3639130434783,0,8.95652173913044,5.40739130434783,-0.7,0,1,26,2021-04-24
IEM_Health-CovidProject,LT,Deaths,2021-04-05,3,15.785652173913,0,8.04347826086957,7.74217391304348,-0.6,0,1,31,2021-04-24
ILM-EKF,LT,Deaths,2021-04-05,3,14.7321739130435,0.260869565217391,0,14.4713043478261,0.1,1,1,6,2021-04-24
RobertWalraven-ESG,LT,Deaths,2021-04-05,3,25.6547826086957,0,23.9130434782609,1.74173913043478,-1,0,0,32,2021-04-24
UMass-MechBayes,LT,Deaths,2021-04-05,3,7.21217391304348,0.130434782608696,0,7.08173913043478,0.1,1,1,3,2021-04-24
UMass-SemiMech,LT,Deaths,2021-04-05,3,6.60565217391304,1.39130434782609,0,5.21434782608696,0.4,1,1,10,2021-04-24
bisop-seirfilterlite,LT,Deaths,2021-04-05,3,32.6195652173913,23.4782608695652,0,9.14130434782609,0.9,0,1,58,2021-04-24
epiforecasts-EpiNow2,LT,Deaths,2021-04-05,3,27.6017391304348,16.7826086956522,0,10.8191304347826,0.9,0,1,46,2021-04-24
EuroCOVIDhub-baseline,LT,Deaths,2021-04-05,4,16.1552173913043,0,9.39130434782609,6.76391304347826,-0.7,0,1,30,2021-05-01
IEM_Health-CovidProject,LT,Deaths,2021-04-05,4,18.914347826087,0,9.8695652173913,9.04478260869565,-0.6,0,1,37,2021-05-01
ILM-EKF,LT,Deaths,2021-04-05,4,18.6395652173913,1.21739130434783,0,17.4221739130435,0.2,1,1,16,2021-05-01
RobertWalraven-ESG,LT,Deaths,2021-04-05,4,30.9582608695652,0,29.0434782608696,1.91478260869565,-1,0,0,38,2021-05-01
UMass-MechBayes,LT,Deaths,2021-04-05,4,11.2017391304348,0.91304347826087,0,10.2886956521739,0.2,1,1,11,2021-05-01
UMass-SemiMech,LT,Deaths,2021-04-05,4,10.424347826087,3.73913043478261,0,6.68521739130435,0.5,1,1,18,2021-05-01
bisop-seirfilterlite,LT,Deaths,2021-04-05,4,29.4973913043478,18.1304347826087,0,11.3669565217391,0.7,0,1,55,2021-05-01
epiforecasts-EpiNow2,LT,Deaths,2021-04-05,4,44.0121739130435,25.5652173913044,0,18.4469565217391,0.9,0,1,72,2021-05-01
EuroCOVIDhub-baseline,LU,Deaths,2021-04-05,1,0.95,0,0.217391304347826,0.732608695652174,-0.3,1,1,1,2021-04-10
IEM_Health-CovidProject,LU,Deaths,2021-04-05,1,2.23782608695652,0,0.391304347826087,1.84652173913043,-0.3,1,1,3,2021-04-10
ILM-EKF,LU,Deaths,2021-04-05,1,6.22652173913044,1.78260869565217,0,4.44391304347826,0.5,1,1,9,2021-04-10
RobertWalraven-ESG,LU,Deaths,2021-04-05,1,2.07869565217391,0,1.47826086956522,0.600434782608696,-0.8,0,1,4,2021-04-10
UMass-MechBayes,LU,Deaths,2021-04-05,1,1.51217391304348,0,0,1.51217391304348,0,1,1,0,2021-04-10
UMass-SemiMech,LU,Deaths,2021-04-05,1,1.90260869565217,0.173913043478261,0,1.72869565217391,0.2,1,1,2,2021-04-10
epiforecasts-EpiNow2,LU,Deaths,2021-04-05,1,4.57826086956522,2.17391304347826,0,2.40434782608696,0.7,0,1,8,2021-04-10
EuroCOVIDhub-baseline,LU,Deaths,2021-04-05,2,5.78391304347826,0,4.43478260869565,1.34913043478261,-0.8,0,1,10,2021-04-17
IEM_Health-CovidProject,LU,Deaths,2021-04-05,2,7.39695652173913,0,5.47826086956522,1.91869565217391,-0.8,0,1,14,2021-04-17
ILM-EKF,LU,Deaths,2021-04-05,2,4.91478260869565,0.0869565217391304,0,4.82782608695652,0.1,1,1,2,2021-04-17
RobertWalraven-ESG,LU,Deaths,2021-04-05,2,14.6091304347826,0,13.9565217391304,0.652608695652174,-1,0,0,17,2021-04-17
UMass-MechBayes,LU,Deaths,2021-04-05,2,6.81391304347826,0,5.56521739130435,1.24869565217391,-0.9,0,1,12,2021-04-17
UMass-SemiMech,LU,Deaths,2021-04-05,2,3.93086956521739,0,2.34782608695652,1.58304347826087,-0.6,0,1,8,2021-04-17
epiforecasts-EpiNow2,LU,Deaths,2021-04-05,2,2.6,0,0,2.6,0,1,1,0,2021-04-17
EuroCOVIDhub-baseline,LU,Deaths,2021-04-05,3,3.86,1.95652173913043,0,1.90347826086957,0.6,0,1,7,2021-04-24
IEM_Health-CovidProject,LU,Deaths,2021-04-05,3,2.02869565217391,0.0434782608695652,0,1.98521739130435,0.1,1,1,1,2021-04-24
ILM-EKF,LU,Deaths,2021-04-05,3,13.4582608695652,8.1304347826087,0,5.32782608695652,0.95,0,0,21,2021-04-24
RobertWalraven-ESG,LU,Deaths,2021-04-05,3,1.31826086956522,0,0.652173913043478,0.666086956521739,-0.5,1,1,3,2021-04-24
UMass-MechBayes,LU,Deaths,2021-04-05,3,1.61347826086957,0.478260869565217,0,1.13521739130435,0.4,1,1,3,2021-04-24
UMass-SemiMech,LU,Deaths,2021-04-05,3,5.36956521739131,3.52173913043478,0,1.84782608695652,0.9,0,1,9,2021-04-24
epiforecasts-EpiNow2,LU,Deaths,2021-04-05,3,11.5713043478261,8.91304347826087,0,2.65826086956522,0.98,0,0,17,2021-04-24
EuroCOVIDhub-baseline,LU,Deaths,2021-04-05,4,3.50260869565217,1.1304347826087,0,2.37217391304348,0.4,1,1,6,2021-05-01
IEM_Health-CovidProject,LU,Deaths,2021-04-05,4,1.99391304347826,0,0.0434782608695652,1.9504347826087,-0.1,1,1,1,2021-05-01
ILM-EKF,LU,Deaths,2021-04-05,4,14.0739130434783,8.1304347826087,0,5.94347826086957,0.9,0,1,21,2021-05-01
RobertWalraven-ESG,LU,Deaths,2021-04-05,4,2.35304347826087,0,1.69565217391304,0.657391304347826,-0.7,0,1,5,2021-05-01
UMass-MechBayes,LU,Deaths,2021-04-05,4,1.06869565217391,0,0,1.06869565217391,0,1,1,0,2021-05-01
UMass-SemiMech,LU,Deaths,2021-04-05,4,4.26478260869565,2.21739130434783,0,2.04739130434783,0.7,0,1,7,2021-05-01
epiforecasts-EpiNow2,LU,Deaths,2021-04-05,4,12.0165217391304,9.1304347826087,0,2.88608695652174,0.98,0,0,18,2021-05-01
DSMPG-bayes,LV,Cases,2021-04-05,1,156.917391304348,0,95.304347826087,61.6130434782609,-0.7,0,1,294,2021-04-10
EuroCOVIDhub-baseline,LV,Cases,2021-04-05,1,140.108695652174,0,107.565217391304,32.5434782608696,-0.8,0,1,222,2021-04-10
IEM_Health-CovidProject,LV,Cases,2021-04-05,1,328.873043478261,0,83.2173913043478,245.655652173913,-0.4,1,1,546,2021-04-10
ILM-EKF,LV,Cases,2021-04-05,1,191.410869565217,0,21.6521739130435,169.758695652174,-0.3,1,1,222,2021-04-10
UMass-SemiMech,LV,Cases,2021-04-05,1,202.981304347826,0,28.4782608695652,174.503043478261,-0.3,1,1,247,2021-04-10
bisop-seirfilterlite,LV,Cases,2021-04-05,1,593.726086956522,0,548.304347826087,45.4217391304348,-1,0,0,753,2021-04-10
epiforecasts-EpiNow2,LV,Cases,2021-04-05,1,245.659130434783,0,193.173913043478,52.4852173913044,-0.95,0,0,409,2021-04-10
DSMPG-bayes,LV,Cases,2021-04-05,2,575.87652173913,0,492.565217391304,83.3113043478261,-0.95,0,0,901,2021-04-17
EuroCOVIDhub-baseline,LV,Cases,2021-04-05,2,360.572608695652,0,290.086956521739,70.4856521739131,-0.8,0,1,606,2021-04-17
IEM_Health-CovidProject,LV,Cases,2021-04-05,2,562.456956521739,0,252.913043478261,309.543913043478,-0.6,0,1,1107,2021-04-17
ILM-EKF,LV,Cases,2021-04-05,2,400.455217391304,0,166.086956521739,234.368260869565,-0.5,1,1,756,2021-04-17
UMass-SemiMech,LV,Cases,2021-04-05,2,388.046521739131,0,169.347826086957,218.698695652174,-0.5,1,1,737,2021-04-17
bisop-seirfilterlite,LV,Cases,2021-04-05,2,1209.94739130435,0,1141.65217391304,68.2952173913044,-1,0,0,1450,2021-04-17
epiforecasts-EpiNow2,LV,Cases,2021-04-05,2,801.627826086956,0,737.434782608696,64.1930434782609,-1,0,0,1011,2021-04-17
DSMPG-bayes,LV,Cases,2021-04-05,3,860.14652173913,0,754.652173913044,105.494347826087,-0.95,0,0,1313,2021-04-24
EuroCOVIDhub-baseline,LV,Cases,2021-04-05,3,475.724347826087,0,374.04347826087,101.680869565217,-0.9,0,1,807,2021-04-24
IEM_Health-CovidProject,LV,Cases,2021-04-05,3,739.136521739131,0,370.347826086957,368.788695652174,-0.6,0,1,1484,2021-04-24
ILM-EKF,LV,Cases,2021-04-05,3,564.949565217391,0,263.130434782609,301.819130434783,-0.6,0,1,1100,2021-04-24
UMass-SemiMech,LV,Cases,2021-04-05,3,502.98652173913,0,248.695652173913,254.290869565217,-0.6,0,1,976,2021-04-24
bisop-seirfilterlite,LV,Cases,2021-04-05,3,1593.82347826087,0,1476.4347826087,117.388695652174,-1,0,0,2006,2021-04-24
epiforecasts-EpiNow2,LV,Cases,2021-04-05,3,1192.87304347826,0,1121.34782608696,71.5252173913043,-1,0,0,1429,2021-04-24
DSMPG-bayes,LV,Cases,2021-04-05,4,1334.56086956522,0,1209.30434782609,125.25652173913,-0.95,0,0,1960,2021-05-01
EuroCOVIDhub-baseline,LV,Cases,2021-04-05,4,800.311739130435,0,672.782608695652,127.529130434783,-0.95,0,0,1264,2021-05-01
IEM_Health-CovidProject,LV,Cases,2021-04-05,4,1031.1252173913,0,606.869565217391,424.255652173913,-0.6,0,1,2094,2021-05-01
ILM-EKF,LV,Cases,2021-04-05,4,853.916956521739,0,484.565217391304,369.351739130435,-0.6,0,1,1693,2021-05-01
UMass-SemiMech,LV,Cases,2021-04-05,4,766.104347826087,0,465,301.104347826087,-0.7,0,1,1491,2021-05-01
bisop-seirfilterlite,LV,Cases,2021-04-05,4,2142.15782608696,0,1972.78260869565,169.375217391304,-1,0,0,2738,2021-05-01
epiforecasts-EpiNow2,LV,Cases,2021-04-05,4,1850.22086956522,0,1771.17391304348,79.0469565217391,-1,0,0,2131,2021-05-01
EuroCOVIDhub-baseline,LV,Deaths,2021-04-05,1,8.1504347826087,0,7.21739130434783,0.93304347826087,-0.9,0,1,12,2021-04-10
IEM_Health-CovidProject,LV,Deaths,2021-04-05,1,12.3673913043478,0,7.82608695652174,4.54130434782609,-0.7,0,1,24,2021-04-10
ILM-EKF,LV,Deaths,2021-04-05,1,9.74521739130435,0,1.91304347826087,7.83217391304348,-0.3,1,1,14,2021-04-10
RobertWalraven-ESG,LV,Deaths,2021-04-05,1,18.2995652173913,0,17.304347826087,0.995217391304348,-1,0,0,22,2021-04-10
UMass-MechBayes,LV,Deaths,2021-04-05,1,8.74304347826087,0,6.08695652173913,2.65608695652174,-0.8,0,1,16,2021-04-10
UMass-SemiMech,LV,Deaths,2021-04-05,1,3.48739130434783,0,0.347826086956522,3.1395652173913,-0.2,1,1,4,2021-04-10
bisop-seirfilterlite,LV,Deaths,2021-04-05,1,11.7065217391304,0,9.91304347826087,1.79347826086957,-0.98,0,0,18,2021-04-10
epiforecasts-EpiNow2,LV,Deaths,2021-04-05,1,5.17565217391304,0,1.1304347826087,4.04521739130435,-0.4,1,1,8,2021-04-10
EuroCOVIDhub-baseline,LV,Deaths,2021-04-05,2,6.7095652173913,0,4.65217391304348,2.05739130434783,-0.7,0,1,11,2021-04-17
IEM_Health-CovidProject,LV,Deaths,2021-04-05,2,14.44,0,9.21739130434783,5.22260869565217,-0.7,0,1,28,2021-04-17
ILM-EKF,LV,Deaths,2021-04-05,2,9.81347826086956,0,2.21739130434783,7.59608695652174,-0.4,1,1,15,2021-04-17
RobertWalraven-ESG,LV,Deaths,2021-04-05,2,21.74,0,20.5217391304348,1.21826086956522,-1,0,0,26,2021-04-17
UMass-MechBayes,LV,Deaths,2021-04-05,2,10.9895652173913,0,8.17391304347826,2.81565217391304,-0.8,0,1,20,2021-04-17
UMass-SemiMech,LV,Deaths,2021-04-05,2,3.74652173913043,0,0.565217391304348,3.18130434782609,-0.3,1,1,5,2021-04-17
bisop-seirfilterlite,LV,Deaths,2021-04-05,2,15.5347826086957,0,13.7391304347826,1.79565217391304,-1,0,0,22,2021-04-17
epiforecasts-EpiNow2,LV,Deaths,2021-04-05,2,6.49347826086957,0,2.43478260869565,4.05869565217391,-0.5,1,1,12,2021-04-17
EuroCOVIDhub-baseline,LV,Deaths,2021-04-05,3,3.34434782608696,0,0.173913043478261,3.1704347826087,-0.2,1,1,2,2021-04-24
IEM_Health-CovidProject,LV,Deaths,2021-04-05,3,11.8691304347826,0,6.1304347826087,5.73869565217391,-0.6,0,1,23,2021-04-24
ILM-EKF,LV,Deaths,2021-04-05,3,8.31217391304348,0,0.739130434782609,7.57304347826087,-0.2,1,1,9,2021-04-24
RobertWalraven-ESG,LV,Deaths,2021-04-05,3,16.6447826086957,0,15.2608695652174,1.38391304347826,-1,0,0,21,2021-04-24
UMass-MechBayes,LV,Deaths,2021-04-05,3,8.39565217391304,0,5.39130434782609,3.00434782608696,-0.7,0,1,16,2021-04-24
UMass-SemiMech,LV,Deaths,2021-04-05,3,4.01304347826087,0.347826086956522,0,3.66521739130435,0.2,1,1,4,2021-04-24
bisop-seirfilterlite,LV,Deaths,2021-04-05,3,11.8091304347826,0,9.82608695652174,1.98304347826087,-0.95,0,0,18,2021-04-24
epiforecasts-EpiNow2,LV,Deaths,2021-04-05,3,4.70695652173913,0,0.826086956521739,3.88086956521739,-0.3,1,1,7,2021-04-24
EuroCOVIDhub-baseline,LV,Deaths,2021-04-05,4,7.81652173913044,3.78260869565217,0,4.03391304347826,0.6,0,1,13,2021-05-01
IEM_Health-CovidProject,LV,Deaths,2021-04-05,4,7.88652173913044,0,1.82608695652174,6.0604347826087,-0.4,1,1,12,2021-05-01
ILM-EKF,LV,Deaths,2021-04-05,4,7.74739130434783,0.173913043478261,0,7.57347826086957,0.1,1,1,4,2021-05-01
RobertWalraven-ESG,LV,Deaths,2021-04-05,4,5.75478260869565,0,4.17391304347826,1.58086956521739,-0.9,0,1,10,2021-05-01
UMass-MechBayes,LV,Deaths,2021-04-05,4,4.31434782608696,0,0.695652173913044,3.61869565217391,-0.3,1,1,6,2021-05-01
UMass-SemiMech,LV,Deaths,2021-04-05,4,9.72565217391304,5.60869565217391,0,4.11695652173913,0.8,0,1,17,2021-05-01
bisop-seirfilterlite,LV,Deaths,2021-04-05,4,4.58434782608696,0,2.39130434782609,2.19304347826087,-0.6,0,1,9,2021-05-01
epiforecasts-EpiNow2,LV,Deaths,2021-04-05,4,4.02304347826087,0.347826086956522,0,3.67521739130435,0.2,1,1,4,2021-05-01
EuroCOVIDhub-baseline,MT,Cases,2021-04-05,1,25.6126086956522,4.95652173913044,0,20.6560869565217,0.4,1,1,22,2021-04-10
IEM_Health-CovidProject,MT,Cases,2021-04-05,1,71.3021739130435,38.5652173913044,0,32.7369565217391,0.7,0,1,129,2021-04-10
ILM-EKF,MT,Cases,2021-04-05,1,141.236956521739,86.0869565217391,0,55.15,0.8,0,1,244,2021-04-10
UMass-SemiMech,MT,Cases,2021-04-05,1,38.9752173913044,0,17.6086956521739,21.3665217391304,-0.6,0,1,75,2021-04-10
bisop-seirfilterlite,MT,Cases,2021-04-05,1,43.8608695652174,0,10.1739130434783,33.6869565217391,-0.4,1,1,68,2021-04-10
epiforecasts-EpiNow2,MT,Cases,2021-04-05,1,160.665652173913,0,152.086956521739,8.57869565217392,-1,0,0,196,2021-04-10
EuroCOVIDhub-baseline,MT,Cases,2021-04-05,2,41.2195652173913,0.0869565217391304,0,41.1326086956522,0.1,1,1,2,2021-04-17
IEM_Health-CovidProject,MT,Cases,2021-04-05,2,37.7904347826087,0,8.82608695652174,28.964347826087,-0.4,1,1,63,2021-04-17
ILM-EKF,MT,Cases,2021-04-05,2,66.4030434782609,9.78260869565217,0,56.6204347826087,0.3,1,1,81,2021-04-17
UMass-SemiMech,MT,Cases,2021-04-05,2,65.0969565217391,0,41.9565217391304,23.1404347826087,-0.7,0,1,125,2021-04-17
bisop-seirfilterlite,MT,Cases,2021-04-05,2,92.2595652173913,0,48.3913043478261,43.8682608695652,-0.6,0,1,179,2021-04-17
epiforecasts-EpiNow2,MT,Cases,2021-04-05,2,278.678695652174,0,271.565217391304,7.11347826086957,-1,0,0,316,2021-04-17
EuroCOVIDhub-baseline,MT,Cases,2021-04-05,3,91.7069565217392,35.4347826086957,0,56.2721739130435,0.5,1,1,159,2021-04-24
IEM_Health-CovidProject,MT,Cases,2021-04-05,3,24.6317391304348,0,0.608695652173913,24.0230434782609,-0.1,1,1,14,2021-04-24
ILM-EKF,MT,Cases,2021-04-05,3,82.3860869565217,26.7391304347826,0,55.6469565217391,0.5,1,1,129,2021-04-24
UMass-SemiMech,MT,Cases,2021-04-05,3,25.1808695652174,0.217391304347826,0,24.9634782608696,0.1,1,1,5,2021-04-24
bisop-seirfilterlite,MT,Cases,2021-04-05,3,63.834347826087,0,6.34782608695652,57.4865217391304,-0.2,1,1,76,2021-04-24
epiforecasts-EpiNow2,MT,Cases,2021-04-05,3,165.89652173913,0,161.04347826087,4.85304347826087,-1,0,0,198,2021-04-24
EuroCOVIDhub-baseline,MT,Cases,2021-04-05,4,121.259130434783,53.1739130434783,0,68.0852173913044,0.6,0,1,223,2021-05-01
IEM_Health-CovidProject,MT,Cases,2021-04-05,4,21.1769565217391,0,1.82608695652174,19.3508695652174,-0.2,1,1,22,2021-05-01
ILM-EKF,MT,Cases,2021-04-05,4,74.7717391304348,21.8260869565217,0,52.9456521739131,0.5,1,1,110,2021-05-01
UMass-SemiMech,MT,Cases,2021-04-05,4,35.5791304347826,8.08695652173913,0,27.4921739130435,0.4,1,1,50,2021-05-01
bisop-seirfilterlite,MT,Cases,2021-04-05,4,64.3304347826087,0,3,61.3304347826087,-0.2,1,1,57,2021-05-01
epiforecasts-EpiNow2,MT,Cases,2021-04-05,4,125.145652173913,0,122.304347826087,2.84130434782609,-1,0,0,149,2021-05-01
EuroCOVIDhub-baseline,MT,Deaths,2021-04-05,1,4.82260869565217,4.39130434782609,0,0.431304347826087,0.98,0,0,7,2021-04-10
IEM_Health-CovidProject,MT,Deaths,2021-04-05,1,2.69826086956522,0.695652173913044,0,2.00260869565217,0.4,1,1,4,2021-04-10
ILM-EKF,MT,Deaths,2021-04-05,1,4.62086956521739,1.69565217391304,0,2.92521739130435,0.6,0,1,7,2021-04-10
RobertWalraven-ESG,MT,Deaths,2021-04-05,1,5.79,5.52173913043478,0,0.268260869565217,1,0,0,7,2021-04-10
UMass-MechBayes,MT,Deaths,2021-04-05,1,2.77869565217391,1.95652173913043,0,0.822173913043478,0.9,0,1,5,2021-04-10
